priority,action,brand,current_formula_name,current_display_name,suggested_formula_name,suggested_display_name,species,format,life_stage,dog_size,source_priority,source_rank,data_source_url,formula_key,reasons
medium,apply_suggested_title_if_source_matches,BEWI,Adult Poultry,BEWI Adult Poultry 20kg,Adult Poultry,BEWI Adult Poultry,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/12418-bewi-adult-poultry-20kg.html,bewi-adult-poultry-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,BEWI,Crocinis,BEWI Crocinis 20kg,Crocinis,BEWI Crocinis,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/12415-bewi-crocinis-20kg.html,bewi-crocinis-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,BEWI,Delicaties Grain & Gluten Free,BEWI Delicaties Grain & Gluten Free 20kg,Delicaties Grain & Gluten Free,BEWI Delicaties Grain & Gluten Free,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/12422-bewi-delicaties-grain-gluten-free-20kg.html,bewi-delicaties-grain-and-gluten-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Bozita,Cat Senior 8+ Salmon,Bozita Cat Senior 8+ Salmon 2kg,Cat Senior 8+ Salmon,Bozita Cat Senior 8+ Salmon,cat,dry,senior,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/23581-bozita-cat-senior-8-salmon-2kg.html,bozita-cat-senior-8-salmon-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Bozita,Hair & Skin Σολομός Wheat Free,Bozita Hair & Skin Σολομός Wheat Free 2kg,Hair & Skin Σολομός Wheat Free,Bozita Hair & Skin Σολομός Wheat Free,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/16411-bozita-hair-skin-solomos-wheat-free-2kg.html,bozita-hair-and-skin-σολομοσ-wheat-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brekkies,Cat Adult Complet,Brekkies Cat Adult Complet 15kg,Cat Adult Complet,Brekkies Cat Adult Complet,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13427-brekkies-cat-adult-complet-15kg.html,brekkies-cat-adult-complet-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brekkies,Cat Adult Delice Meat,Brekkies Cat Adult Delice Meat 20kg,Cat Adult Delice Meat,Brekkies Cat Adult Delice Meat,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13429-brekkies-cat-adult-delice-meat-20kg.html,brekkies-cat-adult-delice-meat-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brekkies,Cat Adult Mix Beef,Brekkies Cat Adult Mix Beef 15kg,Cat Adult Mix Beef,Brekkies Cat Adult Mix Beef,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13424-brekkies-cat-adult-mix-beef-15kg.html,brekkies-cat-adult-mix-beef-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brekkies,Cat Adult Mix Fish,Brekkies Cat Adult Mix Fish 15kg,Cat Adult Mix Fish,Brekkies Cat Adult Mix Fish,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13426-brekkies-cat-adult-mix-fish-15kg.html,brekkies-cat-adult-mix-fish-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brekkies,Cat Adult Special Care Urinary,Brekkies Cat Adult Special Care Urinary 20kg,Cat Adult Special Care Urinary,Brekkies Cat Adult Special Care Urinary,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13432-brekkies-cat-adult-special-care-urinary-20kg.html,brekkies-cat-adult-special-care-urinary-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Adult Haircare Salmon & Chicken Grain Free,Brit Care Cat Adult Haircare Salmon & Chicken Grain Free 2kg,Care Cat Adult Haircare Salmon & Chicken Grain Free,Brit Care Cat Adult Haircare Salmon & Chicken Grain Free,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26630-brit-care-cat-adult-haircare-salmon-chicken-grain-free-2kg.html,brit-care-cat-adult-haircare-salmon-and-chicken-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Adult Indoor Chicken Grain Free,Brit Care Cat Adult Indoor Chicken Grain Free 2kg,Care Cat Adult Indoor Chicken Grain Free,Brit Care Cat Adult Indoor Chicken Grain Free,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26633-brit-care-cat-adult-indoor-chicken-grain-free-2kg.html,brit-care-cat-adult-indoor-chicken-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Kitten Grain Free Chicken & Turkey,Brit Care Cat Kitten Grain Free Chicken & Turkey 2kg,Care Cat Kitten Grain Free Chicken & Turkey,Brit Care Cat Kitten Grain Free Chicken & Turkey,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26636-brit-care-cat-kitten-grain-free-chicken-turkey-2kg.html,brit-care-cat-kitten-grain-free-chicken-and-turkey-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Kitten Grain Free Salmon,Brit Care Cat Kitten Grain Free Salmon 2kg,Care Cat Kitten Grain Free Salmon,Brit Care Cat Kitten Grain Free Salmon,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26639-brit-care-cat-kitten-grain-free-salmon-2kg.html,brit-care-cat-kitten-grain-free-salmon-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Senior Weight Control Chicken Grain Free,Brit Care Cat Senior Weight Control Chicken Grain Free 2kg,Care Cat Senior Weight Control Chicken Grain Free,Brit Care Cat Senior Weight Control Chicken Grain Free,cat,dry,senior,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26642-brit-care-cat-senior-weight-control-chicken-grain-free-2kg.html,brit-care-cat-senior-weight-control-chicken-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Sensitive Insect & Herring Grain Free,Brit Care Cat Sensitive Insect & Herring Grain Free 2kg,Care Cat Sensitive Insect & Herring Grain Free,Brit Care Cat Sensitive Insect & Herring Grain Free,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26648-brit-care-cat-sensitive-insect-herring-grain-free-2kg.html,brit-care-cat-sensitive-insect-and-herring-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Sensitive Turkey & Salmon Grain Free,Brit Care Cat Sensitive Turkey & Salmon Grain Free 2kg,Care Cat Sensitive Turkey & Salmon Grain Free,Brit Care Cat Sensitive Turkey & Salmon Grain Free,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26645-brit-care-cat-sensitive-turkey-salmon-grain-free-2kg.html,brit-care-cat-sensitive-turkey-and-salmon-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Sterilised Immunity Support Pork Grain Free,Brit Care Cat Sterilised Immunity Support Pork Grain Free 7kg,Care Cat Sterilised Immunity Support Pork Grain Free,Brit Care Cat Sterilised Immunity Support Pork Grain Free,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26653-brit-care-cat-sterilised-immunity-support-pork-grain-free-7kg.html,brit-care-cat-sterilised-immunity-support-pork-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Sterilised Sensitive Rabbit Grain Free,Brit Care Cat Sterilised Sensitive Rabbit Grain Free 2kg,Care Cat Sterilised Sensitive Rabbit Grain Free,Brit Care Cat Sterilised Sensitive Rabbit Grain Free,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26654-brit-care-cat-sterilised-sensitive-rabbit-grain-free-2kg.html,brit-care-cat-sterilised-sensitive-rabbit-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Sterilised Urinary Chicken Grain Free,Brit Care Cat Sterilised Urinary Chicken Grain Free 2kg,Care Cat Sterilised Urinary Chicken Grain Free,Brit Care Cat Sterilised Urinary Chicken Grain Free,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26657-brit-care-cat-sterilised-urinary-chicken-grain-free-2kg.html,brit-care-cat-sterilised-urinary-chicken-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Cat Sterilised Weight Control Duck & Turkey Grain Free,Brit Care Cat Sterilised Weight Control Duck & Turkey Grain Free 2kg,Care Cat Sterilised Weight Control Duck & Turkey Grain Free,Brit Care Cat Sterilised Weight Control Duck & Turkey Grain Free,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26660-brit-care-cat-sterilised-weight-control-duck-turkey-grain-free-2kg.html,brit-care-cat-sterilised-weight-control-duck-and-turkey-grain-free-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Grain Free Dog Adult Small & Medium Salmon,Brit Care Grain Free Dog Adult Small & Medium Salmon 1kg,Care Grain Free Adult Small & Medium Salmon,Brit Care Grain Free Adult Small & Medium Salmon,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26503-brit-care-grain-free-dog-adult-small-medium-salmon-1kg.html,brit-care-grain-free-dog-adult-small-and-medium-salmon-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Grain Free Dog Junior Large Salmon,Brit Care Grain Free Dog Junior Large Salmon 12kg,Care Grain Free Junior Large Salmon,Brit Care Grain Free Junior Large Salmon,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26510-brit-care-grain-free-dog-junior-large-salmon-12kg.html,brit-care-grain-free-dog-junior-large-salmon-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Grain Free Dog Puppy Salmon,Brit Care Grain Free Dog Puppy Salmon 12kg,Care Grain Free Puppy Salmon,Brit Care Grain Free Puppy Salmon,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26513-brit-care-grain-free-dog-puppy-salmon-12kg.html,brit-care-grain-free-dog-puppy-salmon-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Grain Free Dog Senior & Light Salmon,Brit Care Grain Free Dog Senior & Light Salmon 12kg,Care Grain Free Senior & Light Salmon,Brit Care Grain Free Senior & Light Salmon,dog,dry,senior,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26516-brit-care-grain-free-dog-senior-light-salmon-12kg.html,brit-care-grain-free-dog-senior-and-light-salmon-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Grain Free Sensitive Dog Adult Venison,Brit Care Grain Free Sensitive Dog Adult Venison 12kg,Care Grain Free Sensitive Adult Venison,Brit Care Grain Free Sensitive Adult Venison,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26519-brit-care-grain-free-sensitive-dog-adult-venison-12kg.html,brit-care-grain-free-sensitive-dog-adult-venison-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Hypoallergenic Dog Adult Medium Lamb & Rice,Brit Care Hypoallergenic Dog Adult Medium Lamb & Rice 1kg,Care Hypoallergenic Adult Medium Lamb & Rice,Brit Care Hypoallergenic Adult Medium Lamb & Rice,dog,dry,adult,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26524-brit-care-hypoallergenic-dog-adult-medium-lamb-rice-1kg.html,brit-care-hypoallergenic-dog-adult-medium-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Hypoallergenic Dog Adult Show Champion Salmon & Herring,Brit Care Hypoallergenic Dog Adult Show Champion Salmon & Herring 12kg,Care Hypoallergenic Adult Show Champion Salmon & Herring,Brit Care Hypoallergenic Adult Show Champion Salmon & Herring,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26540-brit-care-hypoallergenic-dog-adult-show-champion-salmon-herring-12kg.html,brit-care-hypoallergenic-dog-adult-show-champion-salmon-and-herring-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Hypoallergenic Dog Adult Small Lamb & Rice,Brit Care Hypoallergenic Dog Adult Small Lamb & Rice 1kg,Care Hypoallergenic Adult Small Lamb & Rice,Brit Care Hypoallergenic Adult Small Lamb & Rice,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26527-brit-care-hypoallergenic-dog-adult-small-lamb-rice-1kg.html,brit-care-hypoallergenic-dog-adult-small-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Hypoallergenic Dog Adult Weight Loss Rabbit & Rice,Brit Care Hypoallergenic Dog Adult Weight Loss Rabbit & Rice 12kg,Care Hypoallergenic Adult Weight Loss Rabbit & Rice,Brit Care Hypoallergenic Adult Weight Loss Rabbit & Rice,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26543-brit-care-hypoallergenic-dog-adult-weight-loss-rabbit-rice-12kg.html,brit-care-hypoallergenic-dog-adult-weight-loss-rabbit-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Hypoallergenic Dog Junior Large Lamb & Rice,Brit Care Hypoallergenic Dog Junior Large Lamb & Rice 12kg,Care Hypoallergenic Junior Large Lamb & Rice,Brit Care Hypoallergenic Junior Large Lamb & Rice,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26531-brit-care-hypoallergenic-dog-junior-large-lamb-rice-12kg.html,brit-care-hypoallergenic-dog-junior-large-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Hypoallergenic Dog Puppy Lamb & Rice,Brit Care Hypoallergenic Dog Puppy Lamb & Rice 12kg,Care Hypoallergenic Puppy Lamb & Rice,Brit Care Hypoallergenic Puppy Lamb & Rice,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26534-brit-care-hypoallergenic-dog-puppy-lamb-rice-12kg.html,brit-care-hypoallergenic-dog-puppy-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Hypoallergenic Dog Senior Lamb & Rice,Brit Care Hypoallergenic Dog Senior Lamb & Rice 12kg,Care Hypoallergenic Senior Lamb & Rice,Brit Care Hypoallergenic Senior Lamb & Rice,dog,dry,senior,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26537-brit-care-hypoallergenic-dog-senior-lamb-rice-12kg.html,brit-care-hypoallergenic-dog-senior-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Hypoallergenic Dog Weight Loss Rabbit & Rice,Brit Care Hypoallergenic Dog Weight Loss Rabbit & Rice 3kg,Care Hypoallergenic Weight Loss Rabbit & Rice,Brit Care Hypoallergenic Weight Loss Rabbit & Rice,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26544-brit-care-hypoallergenic-dog-weight-loss-rabbit-rice-3kg.html,brit-care-hypoallergenic-dog-weight-loss-rabbit-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Mini Dog Adult Grain Free Lamb,Brit Care Mini Dog Adult Grain Free Lamb 2kg,Care Mini Adult Grain Free Lamb,Brit Care Mini Adult Grain Free Lamb,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26572-brit-care-mini-dog-adult-grain-free-lamb-2kg.html,brit-care-mini-dog-adult-grain-free-lamb-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Mini Dog Adult Sensitive Grain Free Venison,Brit Care Mini Dog Adult Sensitive Grain Free Venison 2kg,Care Mini Adult Sensitive Grain Free Venison,Brit Care Mini Adult Sensitive Grain Free Venison,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26584-brit-care-mini-dog-adult-sensitive-grain-free-venison-2kg.html,brit-care-mini-dog-adult-sensitive-grain-free-venison-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Mini Dog Adult Yorkshire Salmon & Tuna,Brit Care Mini Dog Adult Yorkshire Salmon & Tuna 2kg,Care Mini Adult Yorkshire Salmon & Tuna,Brit Care Mini Adult Yorkshire Salmon & Tuna,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26587-brit-care-mini-dog-adult-yorkshire-salmon-tuna-2kg.html,brit-care-mini-dog-adult-yorkshire-salmon-and-tuna-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Care Mini Dog Puppy Grain Free Lamb,Brit Care Mini Dog Puppy Grain Free Lamb 2kg,Care Mini Puppy Grain Free Lamb,Brit Care Mini Puppy Grain Free Lamb,dog,dry,puppy,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26581-brit-care-mini-dog-puppy-grain-free-lamb-2kg.html,brit-care-mini-dog-puppy-grain-free-lamb-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
